ltable_id,rtable_id,label
A_39,B_845,0
A_432,B_89,0
A_119,B_688,0
A_350,B_574,0
A_940,B_905,0
A_180,B_132,1
A_78,B_415,0
A_541,B_835,0
A_169,B_248,1
A_418,B_334,0
A_802,B_547,0
A_274,B_727,0
A_1025,B_8,1
A_190,B_460,0
A_897,B_622,0
A_798,B_64,0
A_584,B_686,0
A_590,B_717,0
A_987,B_727,0
A_487,B_926,0
A_960,B_83,0
A_664,B_626,0
A_471,B_742,0
A_776,B_1073,1
A_370,B_846,0
A_846,B_824,0
A_119,B_159,0
A_657,B_301,0
A_1038,B_717,0
A_435,B_4,0
A_440,B_979,0
A_65,B_52,0
A_994,B_536,0
A_885,B_584,0
A_789,B_300,0
A_913,B_1001,0
A_977,B_682,0
A_503,B_843,0
A_832,B_616,0
A_296,B_215,0
A_1037,B_656,0
A_643,B_639,0
A_54,B_64,1
A_603,B_1085,0
A_955,B_1040,0
A_1037,B_949,0
A_906,B_584,0
A_268,B_178,0
A_960,B_255,0
A_810,B_221,1
A_705,B_554,0
A_748,B_528,0
A_914,B_1068,0
A_456,B_509,0
A_230,B_764,0
A_890,B_968,0
A_921,B_1008,0
A_184,B_457,0
A_129,B_871,0
A_585,B_263,0
A_532,B_762,0
A_90,B_964,0
A_1062,B_1004,0
A_109,B_101,0
A_892,B_1061,0
A_948,B_960,0
A_96,B_98,0
A_102,B_303,0
A_680,B_840,1
A_293,B_140,0
A_44,B_764,0
A_115,B_52,1
A_64,B_74,0
A_657,B_584,0
A_853,B_680,0
A_295,B_813,0
A_644,B_1075,0
A_838,B_821,0
A_439,B_979,0
A_889,B_580,0
A_508,B_562,0
A_489,B_629,0
A_276,B_401,0
A_1020,B_17,0
A_468,B_604,1
A_463,B_568,0
A_650,B_675,0
A_874,B_1012,0
A_345,B_609,0
A_191,B_640,0
A_522,B_537,1
A_111,B_246,0
A_881,B_893,0
A_894,B_592,0
A_447,B_157,0
A_1023,B_484,1
A_979,B_913,0
A_578,B_989,0
A_649,B_999,0
A_766,B_275,0
A_370,B_844,0
A_134,B_9,1
A_365,B_484,0
A_428,B_546,0
A_579,B_667,0
A_212,B_327,0
A_528,B_835,0
A_102,B_167,0
A_789,B_648,0
A_844,B_826,0
A_431,B_160,0
A_388,B_454,0
A_644,B_638,0
A_479,B_791,0
A_57,B_106,1
A_586,B_155,0
A_890,B_939,0
A_784,B_551,0
A_900,B_627,0
A_32,B_638,0
A_677,B_1077,0
A_361,B_471,0
A_253,B_414,0
A_1038,B_796,0
A_507,B_922,0
A_733,B_734,0
A_1015,B_1081,1
A_1037,B_568,0
A_399,B_59,0
A_280,B_517,0
A_338,B_329,1
A_927,B_101,0
A_316,B_796,1
A_1020,B_11,0
A_400,B_140,0
A_747,B_627,0
A_260,B_672,0
A_935,B_987,0
A_617,B_686,0
A_497,B_1039,0
A_450,B_583,0
A_528,B_298,0
A_792,B_54,0
A_511,B_924,0
A_921,B_1006,0
A_496,B_557,0
A_1022,B_273,0
A_785,B_670,0
A_857,B_536,0
A_109,B_86,0
A_946,B_960,0
A_371,B_519,0
A_123,B_78,1
A_614,B_633,0
A_614,B_637,1
A_200,B_541,0
A_867,B_1001,1
A_482,B_582,0
A_478,B_437,1
A_213,B_326,0
A_308,B_347,0
A_329,B_179,0
A_962,B_97,0
A_1051,B_709,0
A_710,B_805,0
A_98,B_193,1
A_564,B_351,0
A_775,B_742,0
A_987,B_654,0
A_1044,B_686,0
A_345,B_588,0
A_1060,B_509,0
A_747,B_399,0
A_279,B_299,0
A_292,B_98,0
A_108,B_481,0
A_421,B_167,0
A_482,B_607,0
A_620,B_988,0
A_799,B_992,0
A_191,B_335,0
A_520,B_294,0
A_252,B_210,0
A_885,B_1012,0
A_499,B_559,0
A_354,B_276,1
A_733,B_567,0
A_399,B_72,0
A_665,B_302,0
A_946,B_1012,0
A_27,B_74,0
A_922,B_1008,0
A_312,B_504,0
A_481,B_573,0
A_453,B_581,0
A_607,B_881,0
A_635,B_971,0
A_1007,B_423,0
A_574,B_793,0
A_499,B_878,0
A_470,B_580,0
A_587,B_230,0
A_620,B_1083,0
A_617,B_695,0
A_667,B_232,1
A_365,B_439,0
A_1000,B_619,1
A_458,B_978,0
A_987,B_1058,0
A_481,B_414,0
A_567,B_714,0
A_198,B_6,0
A_54,B_152,0
A_551,B_869,0
A_1047,B_72,0
A_962,B_89,0
A_143,B_64,0
A_36,B_211,0
A_770,B_625,1
A_764,B_635,0
A_483,B_961,0
A_1037,B_699,0
A_65,B_47,0
A_847,B_686,0
A_1019,B_485,0
A_417,B_36,0
A_1039,B_965,0
A_32,B_596,0
A_884,B_1091,0
A_684,B_885,0
A_792,B_888,0
A_561,B_650,0
A_168,B_583,0
A_502,B_553,1
A_583,B_660,1
A_733,B_699,0
A_634,B_525,1
A_496,B_560,0
A_60,B_52,0
A_665,B_626,0
A_328,B_636,0
A_1000,B_606,0
A_890,B_272,0
A_444,B_606,0
A_952,B_428,0
A_933,B_858,0
A_605,B_524,0
A_625,B_716,0
A_135,B_203,0
A_1059,B_287,0
A_940,B_536,0
A_445,B_793,0
A_1080,B_110,0
A_431,B_159,0
A_780,B_480,1
A_238,B_368,1
A_665,B_301,0
A_256,B_139,0
A_34,B_36,1
A_530,B_753,0
A_261,B_328,0
A_1044,B_680,0
A_495,B_619,0
A_511,B_709,0
A_14,B_56,0
A_94,B_97,0
A_570,B_646,0
A_720,B_780,0
A_559,B_878,1
A_749,B_300,0
A_93,B_97,1
A_381,B_465,1
A_960,B_99,0
A_833,B_998,0
A_785,B_621,0
A_896,B_624,0
A_94,B_939,0
A_497,B_881,1
A_445,B_630,0
A_337,B_182,0
A_365,B_172,0
A_484,B_294,0
A_931,B_1087,0
A_701,B_865,1
A_971,B_725,0
A_614,B_626,0
A_388,B_424,0
A_841,B_536,0
A_903,B_510,0
A_567,B_680,0
A_489,B_874,0
A_295,B_480,0
A_574,B_582,1
A_657,B_138,0
A_634,B_521,0
A_789,B_633,0
A_839,B_676,0
A_770,B_946,0
A_934,B_125,0
A_137,B_238,1
A_11,B_50,0
A_190,B_636,0
A_1011,B_300,0
A_771,B_567,0
A_867,B_432,0
A_59,B_16,1
A_572,B_971,0
A_363,B_238,0
A_495,B_587,0
A_660,B_265,0
A_62,B_52,0
A_528,B_593,0
A_643,B_724,0
A_881,B_891,0
A_807,B_505,0
A_532,B_665,0
A_267,B_345,0
A_839,B_825,0
A_45,B_870,0
A_771,B_760,0
A_933,B_1030,0
A_789,B_299,0
A_554,B_107,0
A_936,B_681,1
A_95,B_101,0
A_1021,B_11,0
A_580,B_714,0
A_687,B_631,0
A_260,B_671,0
A_687,B_574,0
A_529,B_753,0
A_803,B_663,0
A_940,B_661,0
A_705,B_509,0
A_906,B_582,0
A_363,B_409,1
A_1060,B_911,0
A_32,B_335,0
A_26,B_201,1
A_933,B_987,0
A_785,B_265,0
A_671,B_819,0
A_290,B_799,0
A_481,B_846,0
A_363,B_810,0
A_90,B_83,0
A_667,B_100,0
A_601,B_895,0
A_1002,B_655,0
A_650,B_695,0
A_284,B_621,0
A_949,B_507,0
A_683,B_900,0
A_965,B_72,0
A_293,B_717,0
A_687,B_573,0
A_664,B_299,0
A_690,B_782,0
A_1022,B_115,0
A_664,B_300,0
A_504,B_558,0
A_393,B_434,1
A_861,B_858,1
A_931,B_1031,1
A_12,B_197,0
A_191,B_724,0
A_9,B_34,0
A_62,B_307,0
A_914,B_1007,0
A_842,B_821,0
A_779,B_655,1
A_347,B_441,1
A_848,B_818,0
A_464,B_578,0
A_487,B_1000,0
A_476,B_1022,0
A_23,B_1047,0
A_508,B_561,0
A_649,B_1083,0
A_654,B_558,0
A_848,B_824,0
A_977,B_400,0
A_847,B_694,0
A_579,B_663,0
A_188,B_868,0
A_415,B_384,1
A_448,B_732,0
A_1015,B_736,0
A_615,B_724,0
A_868,B_294,0
A_176,B_308,0
A_452,B_616,0
A_853,B_695,0
A_498,B_561,0
A_758,B_90,1
A_857,B_948,0
A_484,B_586,0
A_562,B_737,0
A_771,B_699,0
A_606,B_523,0
A_863,B_487,0
A_581,B_693,0
A_749,B_626,0
A_534,B_1012,0
A_651,B_898,0
A_990,B_512,0
A_364,B_357,0
A_889,B_506,0
A_142,B_584,0
A_93,B_255,0
A_268,B_348,0
A_955,B_879,0
A_268,B_344,0
A_145,B_34,0
A_985,B_948,0
A_1019,B_81,0
A_625,B_734,0
A_234,B_495,1
A_885,B_908,0
A_191,B_883,0
A_174,B_700,0
A_657,B_639,0
A_909,B_408,0
A_260,B_435,0
A_295,B_489,0
A_775,B_914,1
A_150,B_196,0
A_780,B_110,0
A_152,B_635,0
A_428,B_665,0
A_594,B_724,0
A_556,B_597,1
A_665,B_633,0
A_586,B_205,0
A_297,B_917,0
A_1048,B_735,1
A_415,B_242,0
A_1018,B_813,0
A_209,B_481,1
A_482,B_574,0
A_256,B_461,0
A_630,B_886,0
A_345,B_511,0
A_1007,B_318,0
A_446,B_732,0
A_999,B_638,0
A_171,B_618,0
A_900,B_1012,0
A_74,B_845,0
A_533,B_635,0
A_653,B_838,0
A_658,B_621,0
A_3,B_764,0
A_170,B_46,0
A_479,B_792,0
A_1013,B_383,0
A_840,B_826,0
A_917,B_1068,0
A_166,B_829,1
A_237,B_14,1
A_684,B_983,0
A_909,B_974,0
A_921,B_1004,0
A_191,B_50,0
A_715,B_567,0
A_733,B_760,0
A_720,B_349,0
A_650,B_971,0
A_728,B_158,0
A_253,B_792,0
A_540,B_550,0
A_370,B_793,0
A_999,B_637,0
A_170,B_307,0
A_946,B_509,0
A_610,B_721,1
A_96,B_84,0
A_434,B_101,0
A_191,B_141,0
A_756,B_392,0
A_579,B_694,0
A_450,B_507,0
A_295,B_484,0
A_843,B_816,0
A_922,B_1007,0
A_308,B_349,0
A_16,B_223,1
A_941,B_1017,0
A_250,B_516,0
A_442,B_505,0
A_24,B_92,0
A_530,B_298,0
A_296,B_917,0
A_142,B_299,0
A_915,B_1010,0
A_170,B_120,0
A_902,B_844,0
A_474,B_1037,0
A_42,B_798,0
A_1025,B_0,0
A_675,B_891,0
A_78,B_846,0
A_496,B_611,0
A_188,B_873,0
A_664,B_637,0
A_670,B_814,0
A_252,B_351,0
A_789,B_635,0
A_885,B_573,0
A_675,B_840,0
A_852,B_817,0
A_147,B_141,1
A_94,B_89,0
A_777,B_638,0
A_775,B_650,0
A_949,B_605,0
A_979,B_572,0
A_736,B_1021,0
A_14,B_138,0
A_337,B_183,0
A_885,B_574,0
A_657,B_724,0
A_114,B_48,0
A_598,B_35,0
A_560,B_575,0
A_500,B_561,0
A_865,B_245,0
A_402,B_402,0
A_479,B_654,0
