ltable_id,rtable_id,label
A_5682,B_35056,0
A_3413,B_34333,0
A_3321,B_34321,0
A_147,B_50730,1
A_2729,B_17190,0
A_5087,B_9483,0
A_598,B_43689,1
A_4747,B_5682,1
A_2680,B_27453,0
A_3003,B_8057,0
A_1579,B_41593,0
A_1274,B_31290,0
A_1264,B_28015,0
A_3175,B_42596,0
A_1266,B_34905,0
A_3378,B_7377,0
A_1753,B_37547,0
A_1079,B_9500,0
A_3451,B_7344,0
A_1183,B_31278,0
A_2020,B_28341,0
A_1776,B_33397,1
A_5852,B_32665,0
A_5147,B_43679,0
A_1260,B_54194,0
A_4890,B_35775,0
A_624,B_8814,0
A_2782,B_31534,1
A_3358,B_39320,1
A_1022,B_9526,0
A_6314,B_20460,0
A_4726,B_40156,0
A_1231,B_55245,0
A_1277,B_28012,0
A_1158,B_21574,0
A_836,B_23706,1
A_3850,B_9120,1
A_5059,B_34879,0
A_2022,B_28261,0
A_3327,B_34307,0
A_5208,B_22907,0
A_1263,B_31287,0
A_3312,B_34336,0
A_1542,B_41566,0
A_5082,B_40476,0
A_6532,B_38301,1
A_3324,B_7403,1
A_2731,B_17200,0
A_276,B_53019,0
A_3372,B_7437,0
A_5080,B_9487,0
A_6047,B_4667,1
A_1623,B_27506,0
A_1278,B_27994,0
A_3255,B_4532,0
A_4384,B_23361,1
A_5993,B_38107,0
A_3461,B_7348,0
A_3887,B_16397,1
A_1312,B_28011,0
A_1314,B_34035,0
A_361,B_37081,0
A_4610,B_26152,1
A_6855,B_7373,0
A_4058,B_40164,0
A_1897,B_51626,1
A_3354,B_17660,1
A_1777,B_20232,1
A_3450,B_34292,0
A_1736,B_10938,1
A_250,B_52970,0
A_110,B_53087,1
A_5827,B_6502,1
A_3449,B_7363,0
A_2490,B_4511,1
A_282,B_52990,0
A_261,B_53008,0
A_1735,B_10926,1
A_1595,B_52925,1
A_5130,B_37223,0
A_3564,B_19787,0
A_6724,B_17069,1
A_1338,B_42035,0
A_3449,B_34332,0
A_5542,B_10251,1
A_1203,B_27999,0
A_1285,B_34041,0
A_433,B_33307,1
A_251,B_52967,1
A_5030,B_21803,0
A_4715,B_31612,0
A_3450,B_7383,0
A_3414,B_34350,0
A_1263,B_28025,0
A_313,B_22286,0
A_5086,B_40446,0
A_1165,B_27986,0
A_1268,B_31286,0
A_2022,B_28244,0
A_1577,B_49518,0
A_1759,B_27480,0
A_6634,B_824,1
A_1175,B_34891,0
A_1543,B_41585,0
A_1784,B_11758,0
A_4733,B_31618,0
A_3407,B_7387,0
A_3270,B_49156,0
A_1275,B_28013,0
A_5062,B_34901,0
A_3864,B_8306,1
A_5215,B_44681,0
A_4053,B_31610,0
A_2901,B_21458,1
A_341,B_27491,0
A_1345,B_42034,0
A_2744,B_17201,0
A_3452,B_34321,0
A_582,B_378,1
A_2809,B_44223,0
A_1279,B_34874,0
A_5702,B_37654,1
A_2962,B_22498,0
A_1299,B_34007,0
A_6345,B_18442,0
A_4736,B_30405,0
A_2862,B_22966,0
A_2222,B_815,1
A_1347,B_42021,0
A_5146,B_44694,0
A_1164,B_9943,0
A_2862,B_42525,0
A_5207,B_22901,0
A_1184,B_12106,0
A_3104,B_22995,1
A_1598,B_52923,0
A_289,B_22313,0
A_1195,B_28050,0
A_3236,B_5545,0
A_4659,B_41090,1
A_5518,B_9828,1
A_2020,B_28308,0
A_1193,B_28008,1
A_3499,B_54794,0
A_5073,B_34877,0
A_5515,B_9835,0
A_311,B_22308,0
A_325,B_22311,0
A_3574,B_53962,0
A_3507,B_23084,1
A_1570,B_27494,0
A_3398,B_7369,0
A_2375,B_3581,1
A_5985,B_38096,0
A_265,B_52970,0
A_2959,B_7497,0
A_3308,B_7387,0
A_416,B_33321,1
A_3440,B_34314,0
A_1269,B_28015,0
A_1182,B_34041,0
A_3634,B_54794,0
A_6314,B_20455,0
A_1301,B_28063,0
A_3870,B_23901,1
A_4761,B_6235,0
A_1669,B_52916,0
A_4326,B_23361,1
A_4678,B_41114,0
A_249,B_53087,1
A_1316,B_9940,0
A_5695,B_37659,0
A_6289,B_47836,0
A_4743,B_41115,0
A_426,B_33282,1
A_498,B_29283,1
A_6011,B_47246,0
A_6851,B_39325,0
A_588,B_55899,1
A_5201,B_22909,0
A_1264,B_34920,0
A_969,B_41979,0
A_1558,B_41579,0
A_6762,B_51437,0
A_1156,B_34921,0
A_1685,B_23820,0
A_3312,B_34309,0
A_368,B_19176,0
A_3413,B_34349,0
A_2979,B_37085,0
A_3527,B_54789,0
A_1164,B_27989,0
A_5122,B_34113,1
A_3421,B_34320,1
A_1069,B_11277,1
A_3451,B_34326,0
A_310,B_22304,0
A_4587,B_26140,1
A_1263,B_34898,0
A_2959,B_22498,0
A_5161,B_34090,0
A_2022,B_28367,0
A_1155,B_31283,0
A_2301,B_1238,0
A_3412,B_7387,0
A_6876,B_13612,0
A_2394,B_29834,1
A_3341,B_7371,0
A_2653,B_44051,0
A_3409,B_7357,0
A_264,B_53050,0
A_2702,B_17183,0
A_6282,B_47824,0
A_1750,B_54953,0
A_3264,B_25857,0
A_1199,B_27988,0
A_3452,B_34332,0
A_3505,B_30346,0
A_5343,B_47894,0
A_3354,B_17643,1
A_1268,B_34910,0
A_1176,B_34919,0
A_1156,B_28014,0
A_2718,B_17189,0
A_1164,B_28001,0
A_271,B_53030,0
A_796,B_33113,0
A_3922,B_43866,0
A_2748,B_17158,0
A_5761,B_21517,1
A_5726,B_4470,1
A_306,B_22303,0
A_1636,B_27530,1
A_956,B_44081,0
A_5074,B_36946,0
A_2020,B_28393,0
A_1199,B_27992,0
A_322,B_22292,0
A_1292,B_34023,0
A_3926,B_16397,1
A_1159,B_36916,0
A_2696,B_17160,0
A_1318,B_34922,0
A_5143,B_43647,1
A_3321,B_34348,0
A_5077,B_40473,0
A_1276,B_31283,0
A_3419,B_7377,0
A_3610,B_30322,0
A_1410,B_51576,0
A_302,B_22315,0
A_3356,B_39335,1
A_2834,B_53255,1
A_291,B_22283,0
A_3363,B_37611,0
A_3503,B_54798,1
A_3043,B_38003,0
A_1301,B_27982,0
A_1583,B_41583,0
A_1299,B_34005,0
A_1413,B_51590,1
A_2023,B_28407,0
A_2913,B_21458,1
A_5227,B_27254,1
A_5363,B_47909,1
A_4714,B_40170,0
A_1585,B_27527,0
A_4206,B_27799,0
A_2731,B_17160,0
A_809,B_29543,0
A_2456,B_24297,1
A_275,B_52959,0
A_249,B_53074,0
A_1548,B_41583,0
A_3878,B_23925,1
A_2293,B_33133,0
A_6306,B_42359,0
A_3762,B_38431,1
A_5059,B_34895,0
A_3554,B_19790,0
A_470,B_1872,0
A_4736,B_54337,0
A_3571,B_53964,0
A_2734,B_17185,0
A_3313,B_34333,0
A_3611,B_30333,0
A_5747,B_21508,0
A_6104,B_7981,1
A_1176,B_34903,0
A_1260,B_31290,0
A_5748,B_50409,0
A_5885,B_19151,1
A_1946,B_23456,1
A_4547,B_26140,1
A_3017,B_22499,0
A_1292,B_34019,0
A_5077,B_40465,1
A_1156,B_28068,0
A_1166,B_21565,0
A_337,B_26104,0
A_3506,B_30327,0
A_3870,B_23889,1
A_2742,B_17181,1
A_1201,B_27979,0
A_3443,B_34350,0
A_1241,B_54195,0
A_1263,B_34892,0
A_5146,B_34093,0
A_1514,B_49668,1
A_3324,B_7357,0
A_1155,B_28069,0
A_2721,B_17160,0
A_6621,B_784,0
A_313,B_22314,0
A_3771,B_38442,1
A_2023,B_28222,0
A_6900,B_10533,0
A_1195,B_28061,0
A_4413,B_42103,1
A_1194,B_28049,0
A_4698,B_30404,0
A_4468,B_31072,1
A_1226,B_28022,0
A_3392,B_53866,0
A_6881,B_13600,0
A_252,B_53036,0
A_4301,B_29695,1
A_3412,B_7356,0
A_4743,B_41114,0
A_431,B_33296,1
A_303,B_22289,0
A_3318,B_34341,0
A_1164,B_27994,1
A_5065,B_36955,0
A_1437,B_52937,0
A_1262,B_34952,0
A_2939,B_48458,0
A_2408,B_54231,0
A_5088,B_9508,0
A_6287,B_47807,0
A_1683,B_23727,1
A_1203,B_34883,0
A_5352,B_30496,0
A_5083,B_40471,1
A_3363,B_37616,0
A_2368,B_33786,1
A_5406,B_27824,1
A_896,B_44693,0
A_2812,B_47863,1
A_2337,B_54230,1
A_3437,B_34343,0
A_3459,B_34324,0
A_1290,B_34000,0
A_1280,B_9941,0
A_1269,B_34898,0
A_5733,B_4465,1
A_668,B_24621,1
A_6443,B_32639,0
A_1918,B_9358,1
A_4312,B_6130,1
A_4692,B_40159,0
A_1433,B_49484,0
A_4936,B_36673,0
A_262,B_53016,0
A_5088,B_40487,0
A_2022,B_28157,0
A_1216,B_33988,1
A_3449,B_34325,0
A_1267,B_34917,0
A_4697,B_43756,0
A_6679,B_44061,0
A_1358,B_42278,1
A_3618,B_30321,0
A_3412,B_34324,0
A_6592,B_38375,1
A_2725,B_17169,0
A_5349,B_47893,0
A_529,B_44877,0
A_2317,B_20279,0
A_667,B_24620,0
A_1205,B_27980,0
A_3350,B_7388,0
A_1155,B_31282,0
A_6867,B_13586,0
A_1616,B_27519,0
A_1238,B_36650,0
A_4669,B_41083,1
A_6866,B_13587,0
A_1552,B_50063,0
A_6425,B_31102,1
A_2752,B_17215,0
A_3292,B_7440,1
A_6524,B_38300,0
A_1272,B_47771,0
A_3421,B_34324,0
A_6280,B_47818,1
A_1355,B_6230,0
A_3734,B_47848,1
A_5071,B_34899,0
A_253,B_52996,0
A_6333,B_18444,0
A_2455,B_49200,0
A_1270,B_27984,0
A_1161,B_27990,1
A_1274,B_9947,0
A_251,B_53047,1
A_1275,B_34897,0
A_1273,B_27979,0
A_1291,B_34055,0
A_2988,B_22500,0
A_2768,B_50547,0
A_347,B_35883,0
A_3415,B_34308,0
A_1317,B_34066,0
A_3320,B_7357,0
A_2064,B_45391,0
A_1683,B_23781,1
A_1156,B_34886,0
A_3271,B_7926,0
A_5942,B_29264,0
A_1260,B_31287,0
A_4047,B_14998,0
A_1276,B_31285,0
A_1784,B_20222,0
A_2022,B_28164,0
A_2720,B_17143,0
A_5153,B_44698,0
A_1552,B_50060,0
A_537,B_1878,1
A_3319,B_34342,0
A_1406,B_48287,1
A_4745,B_41095,0
A_1179,B_36652,0
A_6429,B_31088,1
A_2324,B_1222,0
